time_s,speed_ref_mps,speed_mps,acceleration_mps2,inverter_frequency_hz,synchronous_speed_rpm,motor_speed_rpm,slip,motor_current_a,motor_torque_nm,motor_output_kw,wheel_speed_rpm,traction_force_n,consumption_power_kw,regeneration_power_kw
0.000000,0.000000,0.000000,-0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.000000
0.100000,0.033333,0.000000,-0.049843,0.095869,1.917372,0.000000,1.000000,53.255626,8.100331,0.000000,0.000000,47.094951,45.171796,0.000000
0.200000,0.066667,0.000000,-0.048977,0.191741,3.834811,0.000000,1.000000,96.383198,52.800873,0.000000,0.000000,306.981818,45.578587,0.000000
0.300000,0.100000,0.000000,-0.047361,0.287616,5.752317,0.000000,1.000000,126.901163,136.167670,0.000000,0.000000,791.672498,46.048260,0.000000
0.400000,0.133333,0.000000,-0.045298,0.383494,7.669889,0.000000,1.000000,147.545000,242.635904,0.000000,0.000000,1410.673862,46.501056,0.000000
0.500000,0.166667,0.000000,-0.043038,0.479376,9.587528,0.000000,1.000000,161.746598,359.227663,0.000000,0.000000,2088.532925,46.930386,0.000000
0.600000,0.200000,0.000000,-0.040716,0.575262,11.505233,0.000000,1.000000,172.009897,479.058112,0.000000,0.000000,2785.221580,47.352430,0.000000
0.700000,0.233333,0.000000,-0.038389,0.671150,13.423005,0.000000,1.000000,179.905497,599.104450,0.000000,0.000000,3483.165409,47.784099,0.000000
0.800000,0.266667,0.000000,-0.036081,0.767042,15.340844,0.000000,1.000000,186.380476,718.211059,0.000000,0.000000,4175.645690,48.238067,0.000000
0.900000,0.300000,0.000000,-0.033798,0.862937,17.258750,0.000000,1.000000,192.007018,836.034729,0.000000,0.000000,4860.667030,48.723005,0.000000
1.000000,0.333333,0.000000,-0.031539,0.958836,19.176722,0.000000,1.000000,197.136600,952.562358,0.000000,0.000000,5538.153242,49.244702,0.000000
1.100000,0.366667,0.000000,-0.029304,1.054738,21.094761,0.000000,1.000000,201.989466,1067.901906,0.000000,0.000000,6208.732015,49.807038,0.000000
1.200000,0.400000,0.000000,-0.027089,1.150643,23.012866,0.000000,1.000000,206.706144,1182.194651,0.000000,0.000000,6873.224713,50.412641,0.000000
1.300000,0.433333,0.000000,-0.024892,1.246552,24.931039,0.000000,1.000000,211.377521,1295.580026,0.000000,0.000000,7532.442010,51.063320,0.000000
1.400000,0.466667,0.000000,-0.022710,1.342464,26.849278,0.000000,1.000000,216.062811,1408.183029,0.000000,0.000000,8187.110631,51.760341,0.000000
1.500000,0.500000,0.000000,-0.020540,1.438379,28.767583,0.000000,1.000000,220.800553,1520.111093,0.000000,0.000000,8837.855193,52.504603,0.000000
1.600000,0.533333,0.000000,-0.018383,1.534298,30.685955,0.000000,1.000000,225.615533,1631.454749,0.000000,0.000000,9485.202029,53.296753,0.000000
1.700000,0.566667,0.000000,-0.016235,1.630220,32.604394,0.000000,1.000000,230.523237,1742.289596,0.000000,0.000000,10129.590674,54.137263,0.000000
1.800000,0.600000,0.000000,-0.014095,1.726145,34.522900,0.000000,1.000000,235.532786,1852.678554,0.000000,0.000000,10771.386943,55.026477,0.000000
1.900000,0.633333,0.000000,-0.011964,1.822074,36.441472,0.000000,1.000000,240.648904,1962.673977,0.000000,0.000000,11410.895214,55.964648,0.000000
2.000000,0.666667,0.000000,-0.009839,1.918006,38.360111,0.000000,1.000000,245.873269,2072.319486,0.000000,0.000000,12048.369102,56.951964,0.000000
2.100000,0.700000,0.000000,-0.007720,2.013941,40.278816,0.000000,1.000000,251.205454,2181.651510,0.000000,0.000000,12684.020406,57.988559,0.000000
2.200000,0.733333,0.000000,-0.005607,2.109879,42.197589,0.000000,1.000000,256.643580,2290.700554,0.000000,0.000000,13318.026479,59.074532,0.000000
2.300000,0.766667,0.000000,-0.003498,2.205821,44.116427,0.000000,1.000000,262.184789,2399.492232,0.000000,0.000000,13950.536234,60.209950,0.000000
2.400000,0.800000,0.000000,-0.001394,2.301767,46.035333,0.000000,1.000000,267.825581,2508.048106,0.000000,0.000000,14581.675038,61.394858,0.000000
2.500000,0.833333,0.000000,0.000705,2.397715,47.954305,0.000000,1.000000,273.562051,2616.386372,0.000000,0.000000,15211.548676,62.629282,0.000000
2.600000,0.866667,0.000071,0.002798,2.493660,49.873203,0.003915,0.999922,279.380993,2724.359105,0.001117,0.001566,15839.297121,63.912034,0.000000
2.700000,0.900000,0.000350,0.004877,2.589587,51.791748,0.019447,0.999625,285.259030,2831.657899,0.005767,0.007779,16463.127322,65.240510,0.000000
2.800000,0.933333,0.000838,0.006944,2.685497,53.709943,0.046525,0.999134,291.189997,2938.296649,0.014316,0.018610,17083.120052,66.614280,0.000000
2.900000,0.966667,0.001532,0.008998,2.781390,55.627790,0.085076,0.998471,297.168068,3044.287614,0.027122,0.034030,17699.346591,68.032913,0.000000
3.000000,1.000000,0.002432,0.011040,2.877265,57.545291,0.135031,0.997653,303.187770,3149.641664,0.044537,0.054012,18311.870138,69.495974,0.000000
3.100000,1.033333,0.003536,0.013069,2.973122,59.462449,0.196322,0.996698,309.243976,3254.368482,0.066906,0.078529,18920.746986,71.003031,0.000000
3.200000,1.066667,0.004843,0.015087,3.068963,61.379264,0.268880,0.995619,315.331898,3358.476733,0.094565,0.107552,19526.027518,72.553650,0.000000
3.300000,1.100000,0.006352,0.017093,3.164787,63.295740,0.352641,0.994429,321.447071,3461.974212,0.127845,0.141056,20127.757045,74.147395,0.000000
3.400000,1.133333,0.008061,0.019087,3.260594,65.211877,0.447537,0.993137,327.585343,3564.867960,0.167071,0.179015,20725.976510,75.783836,0.000000
3.500000,1.166667,0.009970,0.021069,3.356384,67.127679,0.553504,0.991754,333.742852,3667.164372,0.212559,0.221402,21320.723095,77.462539,0.000000
3.600000,1.200000,0.012077,0.023040,3.452157,69.043146,0.670478,0.990289,339.916014,3768.869286,0.264621,0.268191,21912.030730,79.183075,0.000000
3.700000,1.233333,0.014381,0.025000,3.547914,70.958282,0.798395,0.988748,346.101501,3869.988051,0.323561,0.319358,22499.930530,80.945013,0.000000
3.800000,1.266667,0.016881,0.026948,3.643654,72.873087,0.937191,0.987139,352.296226,3970.525601,0.389677,0.374877,23084.451167,82.747927,0.000000
3.900000,1.300000,0.019575,0.028885,3.739378,74.787564,1.086805,0.985468,358.497327,4070.486501,0.463262,0.434722,23665.619193,84.591390,0.000000
4.000000,1.333333,0.022464,0.030812,3.835086,76.701714,1.247175,0.983740,364.702150,4169.875002,0.544602,0.498870,24243.459316,86.474980,0.000000
4.100000,1.366667,0.025545,0.032727,3.930777,78.615539,1.418238,0.981960,370.908233,4268.695078,0.633976,0.567295,24817.994637,88.398273,0.000000
4.200000,1.400000,0.028818,0.034631,4.026452,80.529042,1.599933,0.980132,377.113296,4366.950460,0.731659,0.639973,25389.246859,90.360851,0.000000
4.300000,1.433333,0.032281,0.036524,4.122111,82.442223,1.792201,0.978261,383.315222,4464.644671,0.837919,0.716880,25957.236462,92.362295,0.000000
4.400000,1.466667,0.035933,0.038407,4.217754,84.355086,1.994980,0.976350,389.512052,4561.781052,0.953019,0.797992,26521.982858,94.402192,0.000000
4.500000,1.500000,0.039774,0.040278,4.313382,86.267630,2.208210,0.974403,395.701965,4658.362779,1.077215,0.883284,27083.504531,96.480128,0.000000
4.600000,1.533333,0.043802,0.042139,4.408993,88.179859,2.431832,0.972422,401.883277,4754.392894,1.210758,0.972733,27641.819151,98.595692,0.000000
4.700000,1.566667,0.048016,0.043990,4.504589,90.091774,2.665786,0.970410,408.054421,4849.874312,1.353893,1.066315,28196.943677,100.748477,0.000000
4.800000,1.600000,0.052415,0.045830,4.600169,92.003377,2.910014,0.968371,414.213948,4944.809845,1.506861,1.164006,28748.894449,102.938078,0.000000
4.900000,1.633333,0.056998,0.047659,4.695733,93.914669,3.164457,0.966305,420.360512,5039.202210,1.669896,1.265783,29297.687268,105.164091,0.000000
5.000000,1.666667,0.061763,0.049478,4.791283,95.825653,3.429055,0.964216,426.492863,5133.054043,1.843227,1.371622,29843.337461,107.426117,0.000000
5.100000,1.700000,0.066711,0.051286,4.886816,97.736329,3.703752,0.962105,432.609844,5226.367911,2.027078,1.481501,30385.859946,109.723757,0.000000
5.200000,1.733333,0.071840,0.053084,4.982335,99.646701,3.988488,0.959974,438.710379,5319.146317,2.221667,1.595395,30925.269285,112.056618,0.000000
5.300000,1.766667,0.077148,0.054872,5.077838,101.556768,4.283208,0.957824,444.793472,5411.391714,2.427206,1.713283,31461.579730,114.424306,0.000000
5.400000,1.800000,0.082635,0.056649,5.173327,103.466534,4.587852,0.955659,450.858198,5503.106506,2.643906,1.835141,31994.805267,116.826432,0.000000
5.500000,1.833333,0.088300,0.058417,5.268800,105.376000,4.902364,0.953477,456.903699,5594.293060,2.871967,1.960946,32524.959650,119.262610,0.000000
5.600000,1.866667,0.094142,0.060174,5.364258,107.285167,5.226688,0.951282,462.929179,5684.953707,3.111588,2.090675,33052.056435,121.732455,0.000000
5.700000,1.900000,0.100159,0.061920,5.459702,109.194038,5.560767,0.949074,468.933901,5775.090750,3.362963,2.224307,33576.109009,124.235587,0.000000
5.800000,1.933333,0.106351,0.063657,5.555131,111.102613,5.904543,0.946855,474.917181,5864.706466,3.626279,2.361817,34097.130614,126.771626,0.000000
5.900000,1.966667,0.112717,0.065384,5.650545,113.010895,6.257962,0.944625,480.878387,5953.803112,3.901719,2.503185,34615.134371,129.340198,0.000000
6.000000,2.000000,0.119256,0.067100,5.745944,114.918885,6.620967,0.942386,486.816931,6042.382927,4.189463,2.648387,35130.133297,131.940930,0.000000
6.100000,2.033333,0.125966,0.068807,5.841329,116.826586,6.993504,0.940138,492.732271,6130.448136,4.489683,2.797401,35642.140325,134.573451,0.000000
6.200000,2.066667,0.132846,0.070504,5.936700,118.733997,7.375515,0.937882,498.623906,6218.000951,4.802548,2.950206,36151.168319,137.237396,0.000000
6.300000,2.100000,0.139897,0.072191,6.032056,120.641122,7.766947,0.935619,504.491371,6305.043574,5.128225,3.106779,36657.230083,139.932399,0.000000
6.400000,2.133333,0.147116,0.073868,6.127398,122.547962,8.167744,0.933351,510.334238,6391.578202,5.466871,3.267098,37160.338382,142.658100,0.000000
6.500000,2.166667,0.154503,0.075535,6.222726,124.454518,8.577852,0.931076,516.152112,6477.607022,5.818643,3.431141,37660.505941,145.414141,0.000000
6.600000,2.200000,0.162056,0.077192,6.318040,126.360793,8.997216,0.928797,521.944630,6563.132220,6.183693,3.598886,38157.745464,148.200165,0.000000
6.700000,2.233333,0.169775,0.078840,6.413339,128.266787,9.425782,0.926514,527.711457,6648.155977,6.562166,3.770313,38652.069635,151.015821,0.000000
6.800000,2.266667,0.177659,0.080478,6.508625,130.172503,9.863496,0.924227,533.452285,6732.680474,6.954205,3.945399,39143.491127,153.860758,0.000000
6.900000,2.300000,0.185707,0.082107,6.603897,132.077941,10.310305,0.921938,539.166833,6816.707889,7.359949,4.124122,39632.022611,156.734631,0.000000
7.000000,2.333333,0.193918,0.083726,6.699155,133.983104,10.766155,0.919645,544.854843,6900.240402,7.779532,4.306462,40117.676754,159.637095,0.000000
7.100000,2.366667,0.202290,0.085335,6.794400,135.887993,11.230993,0.917351,550.516079,6983.280192,8.213083,4.492397,40600.466232,162.567810,0.000000
7.200000,2.400000,0.210824,0.086935,6.889631,137.792610,11.704765,0.915055,556.150327,7065.829441,8.660729,4.681906,41080.403726,165.526438,0.000000
7.300000,2.433333,0.219517,0.088525,6.984848,139.696956,12.187419,0.912758,561.757393,7147.890332,9.122592,4.874968,41557.501930,168.512643,0.000000
7.400000,2.466667,0.228370,0.090106,7.080052,141.601033,12.678902,0.910460,567.337101,7229.465051,9.598789,5.071561,42031.773550,171.526094,0.000000
7.500000,2.500000,0.237380,0.091677,7.175242,143.504843,13.179163,0.908162,572.889293,7310.555785,10.089435,5.271665,42503.231309,174.566462,0.000000
7.600000,2.533333,0.246548,0.093240,7.270419,145.408387,13.688148,0.905864,578.413827,7391.164727,10.594640,5.475259,42971.887949,177.633420,0.000000
7.700000,2.566667,0.255872,0.094793,7.365583,147.311666,14.205807,0.903566,583.910577,7471.294071,11.114511,5.682323,43437.756227,180.726644,0.000000
7.800000,2.600000,0.265351,0.096336,7.460734,149.214682,14.732087,0.901269,589.379432,7550.946015,11.649151,5.892835,43900.848922,183.845816,0.000000
7.900000,2.633333,0.274985,0.097871,7.555872,151.117437,15.266937,0.898973,594.820292,7630.122759,12.198658,6.106775,44361.178833,186.990616,0.000000
8.000000,2.666667,0.284772,0.099396,7.650997,153.019932,15.810307,0.896678,600.233074,7708.826510,12.763130,6.324123,44818.758779,190.160731,0.000000
8.100000,2.700000,0.294712,0.100912,7.746108,154.922169,16.362144,0.894385,605.617704,7787.059475,13.342657,6.544858,45273.601600,193.355849,0.000000
8.200000,2.733333,0.304803,0.102419,7.841207,156.824150,16.922399,0.892093,610.974122,7864.823867,13.937329,6.768960,45725.720155,196.575660,0.000000
8.300000,2.766667,0.315045,0.103917,7.936294,158.725875,17.491022,0.889804,616.302276,7942.121900,14.547231,6.996409,46175.127325,199.819858,0.000000
8.400000,2.800000,0.325436,0.105406,8.031367,160.627346,18.067961,0.887516,621.602127,8018.955794,15.172445,7.227184,46621.836009,203.088142,0.000000
8.500000,2.833333,0.335977,0.106886,8.126428,162.528565,18.653167,0.885231,626.873644,8095.327770,15.813049,7.461267,47065.859126,206.380209,0.000000
8.600000,2.866667,0.346666,0.108357,8.221477,164.429533,19.246590,0.882949,632.116805,8171.240053,16.469119,7.698636,47507.209612,209.695764,0.000000
8.700000,2.900000,0.357501,0.109820,8.316513,166.330252,19.848181,0.880670,637.331599,8246.694873,17.140728,7.939272,47945.900422,213.034510,0.000000
8.800000,2.933333,0.368483,0.111273,8.411536,168.230724,20.457891,0.878394,642.518019,8321.694458,17.827943,8.183156,48381.944524,216.396157,0.000000
8.900000,2.966667,0.379611,0.112718,8.506547,170.130949,21.075670,0.876121,647.676070,8396.241044,18.530831,8.430268,48815.354905,219.780416,0.000000
9.000000,3.000000,0.390882,0.114154,8.601546,172.030929,21.701470,0.873851,652.805761,8470.336865,19.249456,8.680588,49246.144564,223.186999,0.000000
9.100000,3.033333,0.402298,0.115581,8.696533,173.930666,22.335242,0.871585,657.907109,8543.984160,19.983876,8.934097,49674.326511,226.615624,0.000000
9.200000,3.066667,0.413856,0.117000,8.791508,175.830161,22.976939,0.869323,662.980139,8617.185168,20.734149,9.190776,50099.913770,230.066010,0.000000
9.300000,3.100000,0.425556,0.118410,8.886471,177.729415,23.626512,0.867065,668.024879,8689.942132,21.500329,9.450605,50522.919374,233.537878,0.000000
9.400000,3.133333,0.437397,0.119811,8.981422,179.628430,24.283912,0.864810,673.041366,8762.257295,22.282467,9.713565,50943.356364,237.030955,0.000000
9.500000,3.166667,0.449378,0.121204,9.076360,181.527208,24.949094,0.862560,678.029640,8834.132900,23.080612,9.979638,51361.237788,240.544967,0.000000
9.600000,3.200000,0.461498,0.122589,9.171288,183.425750,25.622009,0.860314,682.989747,8905.571193,23.894810,10.248804,51776.576702,244.079645,0.000000
9.700000,3.233333,0.473757,0.123965,9.266203,185.324057,26.302611,0.858072,687.921738,8976.574420,24.725103,10.521044,52189.386163,247.634722,0.000000
9.800000,3.266667,0.486154,0.125332,9.361107,187.222131,26.990852,0.855835,692.825670,9047.144828,25.571533,10.796341,52599.679233,251.209933,0.000000
9.900000,3.300000,0.498687,0.126692,9.455999,189.119972,27.686687,0.853603,697.701602,9117.284664,26.434136,11.074675,53007.468974,254.805016,0.000000
10.000000,3.333333,0.511356,0.128043,9.550879,191.017584,28.390068,0.851375,702.549598,9186.996173,27.312948,11.356027,53412.768448,258.419713,0.000000
10.100000,3.366667,0.524160,0.129385,9.645748,192.914966,29.100949,0.849151,707.369726,9256.281603,28.208002,11.640380,53815.590716,262.053767,0.000000
10.200000,3.400000,0.537099,0.130720,9.740606,194.812120,29.819286,0.846933,712.162058,9325.143199,29.119329,11.927714,54215.948833,265.706924,0.000000
10.300000,3.433333,0.550171,0.132046,9.835452,196.709048,30.545031,0.844720,716.926670,9393.583207,30.046956,12.218012,54613.855852,269.378934,0.000000
10.400000,3.466667,0.563376,0.133364,9.930288,198.605751,31.278141,0.842511,721.663639,9461.603869,30.990908,12.511256,55009.324819,273.069547,0.000000
10.500000,3.500000,0.576712,0.134675,10.025111,200.502230,32.018569,0.840308,726.373048,9529.207429,31.951210,12.807427,55402.368770,276.778518,0.000000
10.600000,3.533333,0.590179,0.135977,10.119924,202.398487,32.766271,0.838110,731.054981,9596.396126,32.927882,13.106508,55793.000735,280.505603,0.000000
10.700000,3.566667,0.603777,0.137271,10.214726,204.294523,33.521202,0.835917,735.709526,9663.172202,33.920943,13.408481,56181.233730,284.250561,0.000000
10.800000,3.600000,0.617504,0.138557,10.309517,206.190339,34.283318,0.833730,740.336772,9729.537891,34.930409,13.713327,56567.080761,288.013153,0.000000
10.900000,3.633333,0.631360,0.139835,10.404297,208.085937,35.052574,0.831548,744.936812,9795.495429,35.956296,14.021030,56950.554818,291.793144,0.000000
11.000000,3.666667,0.645343,0.141106,10.499066,209.981318,35.828928,0.829371,749.509740,9861.047047,36.998614,14.331571,57331.668878,295.590301,0.000000
11.100000,3.700000,0.659454,0.142368,10.593824,211.876484,36.612334,0.827200,754.055655,9926.194975,38.057375,14.644934,57710.435901,299.404392,0.000000
11.200000,3.733333,0.673691,0.143623,10.688572,213.771435,37.402750,0.825034,758.574654,9990.941438,39.132587,14.961100,58086.868826,303.235188,0.000000
11.300000,3.766667,0.688053,0.144870,10.783309,215.666173,38.200132,0.822874,763.066839,10055.288659,40.224257,15.280053,58460.980578,307.082464,0.000000
11.400000,3.800000,0.702540,0.146109,10.878035,217.560700,39.004438,0.820719,767.532312,10119.238858,41.332387,15.601775,58832.784057,310.945996,0.000000
11.500000,3.833333,0.717151,0.147341,10.972751,219.455016,39.815624,0.818570,771.971179,10182.794249,42.456982,15.926250,59202.292143,314.825563,0.000000
11.600000,3.866667,0.731885,0.148565,11.067456,221.349123,40.633649,0.816427,776.383545,10245.957043,43.598041,16.253460,59569.517693,318.720945,0.000000
11.700000,3.900000,0.746742,0.149782,11.162151,223.243022,41.458470,0.814290,780.769518,10308.729448,44.755564,16.583388,59934.473537,322.631926,0.000000
11.800000,3.933333,0.761720,0.150991,11.256836,225.136714,42.290045,0.812158,785.129207,10371.113667,45.929547,16.916018,60297.172483,326.558292,0.000000
11.900000,3.966667,0.776819,0.152192,11.351510,227.030201,43.128332,0.810033,789.462722,10433.111897,47.119985,17.251333,60657.627309,330.499831,0.000000
12.000000,4.000000,0.792038,0.153386,11.446174,228.923484,43.973290,0.807913,793.770176,10494.726332,48.326873,17.589316,61015.850766,334.456333,0.000000
12.100000,4.033333,0.807377,0.154573,11.540828,230.816565,44.824877,0.805799,798.051680,10555.959159,49.550202,17.929951,61371.855576,338.427590,0.000000
12.200000,4.066667,0.822834,0.155752,11.635472,232.709443,45.683053,0.803691,802.307350,10616.812562,50.789962,18.273221,61725.654431,342.413399,0.000000
12.300000,4.100000,0.838409,0.156924,11.730106,234.602122,46.547776,0.801588,806.537299,10677.288718,52.046141,18.619110,62077.259990,346.413554,0.000000
12.400000,4.133333,0.854102,0.158089,11.824730,236.494601,47.419006,0.799492,810.741643,10737.389800,53.318728,18.967602,62426.684881,350.427857,0.000000
12.500000,4.166667,0.869910,0.159246,11.919344,238.386882,48.296702,0.797402,814.920500,10797.117972,54.607707,19.318681,62773.941697,354.456109,0.000000
12.600000,4.200000,0.885835,0.160397,12.013948,240.278967,49.180826,0.795318,819.073987,10856.475396,55.913063,19.672330,63119.042998,358.498112,0.000000
12.700000,4.233333,0.901875,0.161540,12.108543,242.170856,50.071335,0.793240,823.202222,10915.464225,57.234778,20.028534,63462.001308,362.553674,0.000000
12.800000,4.266667,0.918029,0.162676,12.203128,244.062551,50.968192,0.791168,827.305324,10974.086607,58.572833,20.387277,63802.829113,366.622602,0.000000
12.900000,4.300000,0.934296,0.163805,12.297703,245.954052,51.871356,0.789101,831.383412,11032.344684,59.927208,20.748542,64141.538862,370.704706,0.000000
13.000000,4.333333,0.950677,0.164927,12.392268,247.845362,52.780789,0.787041,835.436607,11090.240590,61.297881,21.112315,64478.142968,374.799798,0.000000
13.100000,4.366667,0.967170,0.166042,12.486824,249.736481,53.696450,0.784988,839.465030,11147.776454,62.684829,21.478580,64812.653801,378.907693,0.000000
13.200000,4.400000,0.983774,0.167150,12.581371,251.627411,54.618303,0.782940,843.468800,11204.954396,64.088028,21.847321,65145.083695,383.028208,0.000000
13.300000,4.433333,1.000489,0.168251,12.675908,253.518152,55.546307,0.780898,847.448040,11261.776530,65.507453,22.218523,65475.444939,387.161160,0.000000
13.400000,4.466667,1.017314,0.169346,12.770435,255.408706,56.480425,0.778863,851.402872,11318.244963,66.943076,22.592170,65803.749783,391.306370,0.000000
13.500000,4.500000,1.034249,0.170433,12.864954,257.299074,57.420619,0.776833,855.333418,11374.361795,68.394870,22.968248,66130.010434,395.463661,0.000000
13.600000,4.533333,1.051292,0.171514,12.959463,259.189257,58.366851,0.774810,859.239800,11430.129117,69.862805,23.346740,66454.239055,399.632856,0.000000
13.700000,4.566667,1.068443,0.172588,13.053963,261.079256,59.319083,0.772793,863.122141,11485.549016,71.346851,23.727633,66776.447765,403.813783,0.000000
13.800000,4.600000,1.085702,0.173655,13.148454,262.969072,60.277278,0.770782,866.980565,11540.623566,72.846976,24.110911,67096.648639,408.006270,0.000000
13.900000,4.633333,1.103068,0.174716,13.242935,264.858707,61.241399,0.768777,870.815193,11595.354838,74.363148,24.496560,67414.853708,412.210148,0.000000
14.000000,4.666667,1.120539,0.175770,13.337408,266.748162,62.211409,0.766778,874.626149,11649.744892,75.895333,24.884563,67731.074954,416.425247,0.000000
14.100000,4.700000,1.138116,0.176818,13.431872,268.637437,63.187270,0.764786,878.413558,11703.795782,77.443496,25.274908,68045.324314,420.651403,0.000000
14.200000,4.733333,1.155798,0.177859,13.526327,270.526534,64.168948,0.762800,882.177541,11757.509553,79.007601,25.667579,68357.613679,424.888452,0.000000
14.300000,4.766667,1.173584,0.178893,13.620773,272.415454,65.156405,0.760820,885.918223,11810.888241,80.587613,26.062562,68667.954889,429.136231,0.000000
14.400000,4.800000,1.191473,0.179921,13.715210,274.304198,66.149605,0.758846,889.635727,11863.933875,82.183492,26.459842,68976.359739,433.394581,0.000000
14.500000,4.833333,1.209465,0.180943,13.809638,276.192767,67.148512,0.756878,893.330176,11916.648476,83.795200,26.859405,69282.839974,437.663342,0.000000
14.600000,4.866667,1.227560,0.181958,13.904058,278.081162,68.153091,0.754917,897.001695,11969.034054,85.422697,27.261237,69587.407289,441.942358,0.000000
14.700000,4.900000,1.245756,0.182967,13.998469,279.969385,69.163307,0.752961,900.650405,12021.092613,87.065944,27.665323,69890.073329,446.231475,0.000000
14.800000,4.933333,1.264052,0.183969,14.092872,281.857435,70.179124,0.751012,904.276431,12072.826147,88.724898,28.071650,70190.849690,450.530538,0.000000
14.900000,4.966667,1.282449,0.184966,14.187266,283.745316,71.200508,0.749069,907.879896,12124.236642,90.399517,28.480203,70489.747916,454.839398,0.000000
15.000000,5.000000,1.300946,0.185956,14.281651,285.633026,72.227422,0.747132,911.460922,12175.326074,92.089759,28.890969,70786.779501,459.157904,0.000000
15.100000,5.033333,1.319541,0.186940,14.376028,287.520568,73.259834,0.745201,915.019632,12226.096413,93.795578,29.303934,71081.955887,463.485908,0.000000
15.200000,5.066667,1.338235,0.187918,14.470397,289.407942,74.297709,0.743277,918.556150,12276.549616,95.516932,29.719084,71375.288462,467.823264,0.000000
15.300000,5.100000,1.357027,0.188889,14.564758,291.295150,75.341012,0.741359,922.070597,12326.687633,97.253773,30.136405,71666.788565,472.169828,0.000000
15.400000,5.133333,1.375916,0.189855,14.659110,293.182193,76.389709,0.739446,925.563096,12376.512407,99.006055,30.555884,71956.467481,476.525457,0.000000
15.500000,5.166667,1.394901,0.190814,14.753454,295.069071,77.443768,0.737540,929.033769,12426.025868,100.773733,30.977507,72244.336440,480.890010,0.000000
15.600000,5.200000,1.413983,0.191768,14.847789,296.955786,78.503154,0.735640,932.482738,12475.229939,102.556758,31.401262,72530.406622,485.263346,0.000000
15.700000,5.233333,1.433160,0.192716,14.942117,298.842338,79.567834,0.733746,935.910123,12524.126534,104.355081,31.827134,72814.689151,489.645329,0.000000
15.800000,5.266667,1.452431,0.193657,15.036436,300.728729,80.637775,0.731859,939.316046,12572.717557,106.168655,32.255110,73097.195097,494.035822,0.000000
15.900000,5.300000,1.471797,0.194593,15.130748,302.614959,81.712944,0.729977,942.700629,12621.004902,107.997428,32.685178,73377.935479,498.434690,0.000000
16.000000,5.333333,1.491256,0.195523,15.225052,304.501030,82.793309,0.728102,946.063992,12668.990456,109.841351,33.117324,73656.921257,502.841800,0.000000
16.100000,5.366667,1.510809,0.196447,15.319347,306.386943,83.878837,0.726232,949.406254,12716.676095,111.700374,33.551535,73934.163340,507.257020,0.000000
16.200000,5.400000,1.530453,0.197366,15.413635,308.272698,84.969495,0.724369,952.727536,12764.063684,113.574444,33.987798,74209.672581,511.680221,0.000000
16.300000,5.433333,1.550190,0.198278,15.507915,310.158297,86.065253,0.722512,956.027958,12811.155082,115.463510,34.426101,74483.459777,516.111273,0.000000
16.400000,5.466667,1.570018,0.199185,15.602187,312.043740,87.166077,0.720661,959.307638,12857.952135,117.367518,34.866431,74755.535671,520.550049,0.000000
16.500000,5.500000,1.589936,0.200086,15.696451,313.929029,88.271936,0.718816,962.566696,12904.456683,119.286417,35.308774,75025.910950,524.996425,0.000000
16.600000,5.533333,1.609945,0.200982,15.790708,315.814164,89.382799,0.716977,965.805249,12950.670554,121.220152,35.753119,75294.596247,529.450275,0.000000
16.700000,5.566667,1.630043,0.201872,15.884957,317.699146,90.498634,0.715144,969.023417,12996.595567,123.168668,36.199454,75561.602136,533.911477,0.000000
16.800000,5.600000,1.650230,0.202756,15.979199,319.583977,91.619410,0.713317,972.221316,13042.233532,125.131913,36.647764,75826.939139,538.379911,0.000000
16.900000,5.633333,1.670506,0.203635,16.073433,321.468657,92.745097,0.711496,975.399064,13087.586248,127.109830,37.098039,76090.617719,542.855455,0.000000
17.000000,5.666667,1.690869,0.204509,16.167659,323.353187,93.875664,0.709681,978.556778,13132.655505,129.102363,37.550266,76352.648286,547.337992,0.000000
17.100000,5.700000,1.711320,0.205377,16.261878,325.237568,95.011080,0.707872,981.694574,13177.443085,131.109458,38.004432,76613.041191,551.827404,0.000000
17.200000,5.733333,1.731858,0.206239,16.356090,327.121801,96.151315,0.706069,984.812567,13221.950758,133.131057,38.460526,76871.806731,556.323576,0.000000
17.300000,5.766667,1.752482,0.207097,16.450294,329.005887,97.296339,0.704272,987.910874,13266.180285,135.167105,38.918535,77128.955145,560.826394,0.000000
17.400000,5.800000,1.773192,0.207948,16.544491,330.889827,98.446121,0.702481,990.989610,13310.133418,137.217542,39.378449,77384.496619,565.335745,0.000000
17.500000,5.833333,1.793986,0.208795,16.638681,332.773622,99.600633,0.700696,994.048888,13353.811900,139.282313,39.840253,77638.441278,569.851516,0.000000
17.600000,5.866667,1.814866,0.209636,16.732864,334.657272,100.759844,0.698916,997.088824,13397.217461,141.361359,40.303938,77890.799194,574.373598,0.000000
17.700000,5.900000,1.835830,0.210472,16.827039,336.540778,101.923726,0.697143,1000.109531,13440.351826,143.454622,40.769490,78141.580382,578.901882,0.000000
17.800000,5.933333,1.856877,0.211303,16.921207,338.424142,103.092249,0.695376,1003.111121,13483.216706,145.562044,41.236899,78390.794800,583.436260,0.000000
17.900000,5.966667,1.878007,0.212128,17.015368,340.307365,104.265383,0.693614,1006.093708,13525.813804,147.683565,41.706153,78638.452351,587.976626,0.000000
